CaseID,ResponseId,StartDate,EndDate,BBC1_1,BBC1_2,BBC1_3,BBC1_4,BBC1_5,BBC1_6,BBC1_7,BBC1_8,BBC1_9,BBC1_10,BBC1_11,BBC1_12,BBC1_13,BBC1_14,BBC1_15,BBC1_16,BBC1_17,BBC1_18,BBC1_19,BBC1_20,prg_qstate_punch,BBC2_1,BBC2_2,BBC2_3,BBC2_4,BBC2_5,BBC2_6,BBC2_7,BBC2_8,BBC2_9,BBC2_10,BBC2_11,BBC3_1,BBC3_2,BBC3_3,BBC3_4,BBC3_5,BBC3_6,BBC3_7,BBC3_8,BBC3_9,BBC3_10,bbc4_order,BBC4_1,BBC4_2,BBC4_3,BBC4_4,BBC4_5,BBC4_6,BBC4_7,BBC4_8,BBC5_1,BBC5_2,BBC5_3,BBC5_4,BBC5_5,BBC6,BBC7,BBC8_1,BBC8_2,BBC8_3,BBC8_4,BBC8_5,BBC8_6,BBC8_7,BBC9,BBC10,BBC11,BBC12,PPWORKA,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,PPREG9,partyid4,urb_sub_rur,xppracem,ind1,pprent_new,MSC,core_par,Weights,BBC1_19_TEXT,BBC7_12_TEXT
133,R_3DcPRHPv8MjegVr,12/3/2021 18:17:18,12/3/2021 18:43:56,Not Selected,Not Selected,Not Selected,Not Selected,Racial injustice,Not Selected,Crime or gun violence,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,New York,None at all,A great deal,A great deal,A great deal,A fair amount,None at all,A great deal,A great deal,None at all,A fair amount,None at all,False,True,True,False,True,True,False,Don’t know,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat concerned,Not at all concerned,Not at all concerned,Somewhat concerned,Somewhat concerned,They are criminals,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Joe Biden,Catholic,No,Retired,54,Some college,Some college or Associate degree,Hispanic,Male,1,Building with 2 or more apartments,"$10,000 to $24,999",Never married,Metro area,Northeast,Rented for cash,Not working,NY,1,0,Mid-Atlantic,Democrat,Urban,White,Not asked,Rented,In the center city of an MSA,No,.4897389,Skipped,Skipped
134,R_1jldxXHSR7mhuPR,12/4/2021 11:27:03,12/4/2021 11:46:04,COVID-19/coronavirus,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Foreign conflicts,Not Selected,Not Selected,Not Selected,Pennsylvania,None at all,A great deal,A great deal,A fair amount,A fair amount,A great deal,A great deal,A great deal,None at all,A fair amount,None at all,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree, ,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Not very concerned,Not at all concerned,Somewhat concerned,Very concerned,They are right-wing domestic terrorists,Digital or online news,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,Catholic,No,Retired,76,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Female,1,Building with 2 or more apartments,"$75,000 to $99,999",Widowed,Metro area,Northeast,Rented for cash,Not working,PA,1,0,Mid-Atlantic,Democrat,Suburban,White,Not asked,Rented,Outside the center city of an MSA but inside the county containing the center city,No,.8984298,Skipped,Skipped
135,R_RUF8Kxzjhoh2fPr,12/5/2021 8:25:49,12/5/2021 8:39:03,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Pennsylvania,None at all,A great deal,A great deal,A great deal,Not very much,A fair amount,Don’t know/Never heard,A great deal,None at all,A fair amount,None at all,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Somewhat concerned,Very concerned,Somewhat concerned,They are criminals,None of these,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Joe Biden,No religion, ,Retired,64,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$150,000 or more",Widowed,Metro area,Northeast,Occupied without payment of cash rent,Not working,PA,3,0,Mid-Atlantic,Democrat,Suburban,White,Not asked,Occupied without payment of rent,Inside a suburban county of the MSA,No,1.05655,Skipped,Skipped
136,R_337LwGYdEMskgLD,12/4/2021 5:49:51,12/4/2021 6:10:31,Not Selected,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Crime or gun violence,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Massachusetts,None at all,A great deal,A great deal,A great deal,A great deal,A great deal,None at all,A great deal,Don’t know/Never heard,None at all,Don’t know/Never heard,False,True,True,False,True,True,False,False,False,False,1,Strongly agree,Strongly disagree,Strongly agree,Don’t know, ,Somewhat disagree,Somewhat disagree,Don’t know,Very concerned,Very concerned,Not at all concerned,Very concerned,Somewhat concerned,They are criminals,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Joe Biden,No religion, ,Retired,58,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Not working,MA,2,0,New England,Independent,Suburban,White,Not asked,Owned by you or someone in your household free and clear (without a mortgage or loan),Outside the center city of an MSA but inside the county containing the center city,No,.9194518,Skipped,Skipped
137,R_1JDWQc1bXjbTsHX,12/3/2021 20:28:57,12/3/2021 20:45:50,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Not Selected,Climate change,Crime or gun violence,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,California,None at all,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,Don’t know/Never heard,A great deal,None at all,A fair amount,None at all,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat concerned,Somewhat concerned,Not at all concerned,Somewhat concerned,Somewhat concerned,They are right-wing domestic terrorists,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Joe Biden,No religion, ,Retired,63,Some college,Some college or Associate degree,Hispanic,Male,2,One-family house detached from any other house,"$25,000 to $49,999",Divorced,Metro area,West,Owned or being bought by you or someone in,Not working,CA,2,0,Pacific,Democrat,Urban,White,Not asked,Owned by you or someone in your household with a mortgage or loan,In the center city of an MSA,No,.7384289,Skipped,Skipped
138,R_2E10YCE98RCy5YF,12/3/2021 19:59:17,12/3/2021 20:09:42,COVID-19/coronavirus,Not Selected,Not Selected,Political extremism or polarization,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Ohio,Not very much,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A fair amount,A great deal,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Very concerned,Very concerned,Not very concerned,Very concerned,Very concerned,They are criminals,Social media,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,Catholic,No,Employed full-time (by someone else),42,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,OH,2,1,East-North Central,Republican,Suburban,White,"Finance, Banking, and Insurance",Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,Yes,.8297616,Skipped,Skipped
139,R_OGSJumeuwRgOfXr,12/3/2021 17:49:02,12/3/2021 19:10:32,Not Selected,Healthcare,Not Selected,Not Selected,Not Selected,Climate change,Not Selected,Not Selected,Immigration,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nebraska,Not very much,Not very much,None at all,Don’t know/Never heard,A fair amount,A great deal,A great deal,A great deal,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,False,True,True,Don’t know,True,Don’t know,False,False,False,Don’t know,2,Strongly agree,Strongly disagree,Somewhat agree, ,Strongly disagree,Strongly agree,Strongly disagree,Don’t know,Not very concerned,Somewhat concerned,Not at all concerned,Somewhat concerned,Don’t know,Don’t know,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",No,Retired,64,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$25,000 to $49,999",Now married,Non-metro area,Midwest,Owned or being bought by you or someone in,Working full-time,NE,2,0,West-North Central,Republican,Suburban,White,Retail/Stores/Shopping (including Online Retail),Refused,Not in an MSA,No,.714838,Skipped,Skipped
140,R_YWUFr1tadJn0Zih,12/5/2021 15:21:42,12/5/2021 16:01:48,Not Selected,Not Selected,Unemployment,Not Selected,Not Selected,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Other [SPECIFY],Not Selected,South Carolina,None at all,Not very much,None at all,Not very much,A fair amount,A great deal,Don’t know/Never heard,Not very much,Not very much,None at all,None at all,False,True,True,False,True,True,False,False,True,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Very concerned,Very concerned,Somewhat concerned,Not very concerned,Very concerned,They are right-wing domestic terrorists,Social media, Attend a city/town council meeting,Not Selected, Attend a school board meeting,Not Selected,Not Selected, Attend a rally or protest,Not Selected,Fully vaccinated,Someone else,No religion, ,Employed full-time (by someone else),27,Bachelor or higher,Bachelor’s degree,"Black or African American, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,SC,2,0,South Atlantic,Independent,Urban,Black or African American,Public Administration,Owned by you or someone in your household with a mortgage or loan,In the center city of an MSA,No,.5480655,"Poverty, the economy, decreased spending power etc",Skipped
141,R_3rGNlv74qSLx3sm,12/4/2021 15:02:54,12/4/2021 15:19:32,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Government budget and debt,Immigration,Not Selected,Not Selected,Not Selected,Not Selected,Opioid or drug addiction,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Iowa,A great deal,None at all,A great deal,Not very much,A great deal,A fair amount,A great deal,Not very much,A great deal,None at all,A great deal,False,False,True,False,True,True,False,False,Don’t know,False,2,Somewhat agree,Somewhat agree,Somewhat disagree, ,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Very concerned,Not at all concerned,Not at all concerned,Not at all concerned,Very concerned,They were well-meaning but got carried away in the moment,Digital or online news,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Donald Trump,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",Yes,Employed full-time (by someone else),59,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$150,000 or more",Now married,Non-metro area,Midwest,Owned or being bought by you or someone in,Working full-time,IA,2,0,West-North Central,Republican,Rural,White,Education and Tutoring,Owned by you or someone in your household with a mortgage or loan,Not in an MSA,No,.6060256,Skipped,Skipped
142,R_3hszp7aeZw9R0AK,12/4/2021 16:28:32,12/4/2021 16:39:26,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Climate change,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Natural disasters,Not Selected,Not Selected,The spread of false information,Not Selected,Not Selected,Washington,None at all,A great deal,A great deal,A great deal,A great deal,A great deal,A fair amount,A great deal,None at all,A great deal,None at all,False,True,True,False,True,True,False,False,False,False,2,Strongly agree,Strongly disagree,Strongly agree, ,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Very concerned,Very concerned,Not at all concerned,Very concerned,Very concerned,They are right-wing domestic terrorists,ABC / CBS / NBC News,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated plus a booster,Joe Biden,Catholic,No,Retired,70,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,West,Owned or being bought by you or someone in,Working part-time,WA,2,0,Pacific,Democrat,Suburban,White,Retail/Stores/Shopping (including Online Retail),Owned by you or someone in your household with a mortgage or loan,Outside the center city of an MSA but inside the county containing the center city,No,.7769851,Skipped,Skipped
143,R_2QSQIRAi0IryEpL,12/4/2021 6:58:19,12/4/2021 7:42:46,COVID-19/coronavirus,Not Selected,Not Selected,Not Selected,Not Selected,Climate change,Crime or gun violence,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Texas,A fair amount,A fair amount,A fair amount,A fair amount,Not very much,A great deal,A fair amount,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know/Never heard,Don’t know,Don’t know,True,Don’t know,True,True,Don’t know,False,False,False,1,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree, ,Strongly agree,Somewhat disagree,Don’t know,Very concerned,Very concerned,Somewhat concerned,Very concerned,Don’t know,They are criminals,Digital or online news,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"No, none of the above",Fully vaccinated,Donald Trump, Hindu, ,Employed full-time (by someone else),43,Bachelor or higher,Bachelor’s degree,"Other, Non-Hispanic",Male,4,Building with 2 or more apartments,"$100,000 to $149,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,TX,3,1,West-South Central,Independent,Suburban,Asian,"Professional, Scientific, Technical, and Business Services",Owned by you or someone in your household free and clear (without a mortgage or loan),Outside the center city of an MSA but inside the county containing the center city,Yes,.4071206,Skipped,Skipped
